Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP1022008M,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E98ABB75-8888-47C3-8AA7-613D27C0CD0A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,VAN,SLOWING OR STOPPING,North,65.0,No,2017.0,NISSAN,NV 2500,39.25657333,-77.30499,11:08:00,Friday,2018-04-20
MCP3339002Z,Injury Crash,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B3EFA037-0ED5-430D-BDA9-89823BD5C621,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STARTING FROM LANE,West,35.0,No,2017.0,HYUNDAI,4S,39.09983325,-77.09854609,08:37:00,Friday,2023-11-10
MCP3208004N,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,22601BE4-D0BE-474D-AC1A-8768F8367BF6,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,North,45.0,No,2020.0,TOYT,RAV4,39.03972642,-76.99049971,03:12:00,Saturday,2023-08-12
MCP25390010,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,449AEB60-968D-4E55-AE20-9DB8134553B2,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,VA,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2012.0,FORD,FOCUS,38.97883617,-77.09910035,23:09:00,Friday,2018-08-10
MCP3209004B,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,FFBB0485-B3A1-48B6-BF8B-B5E162BBFD4A,Yes,NO APPARENT INJURY,,UNKNOWN,,DISABLING,ONE OCLOCK,PASSENGER CAR,UNKNOWN,West,35.0,No,2014.0,HYUNDAI,ELANTRA,39.08830352,-76.93074121,04:01:00,Wednesday,2023-10-25
EJ78580080,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,989330E1-D297-43AB-B62F-458550676FE4,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,PARKED,,25.0,Yes,2016.0,DODGE,VN,39.12859613,-77.19342522,09:08:00,Tuesday,2023-09-12
MCP2907002X,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,ALCOHOL CONTRIBUTED,,8662EE70-45D1-4C2F-AA98-7A38D7742C08,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25.0,No,2004.0,HONDA,ACCORD,39.00005583,-77.04639967,03:06:00,Saturday,2023-12-30
MCP3294001N,Injury Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,2BF0AD87-6A53-4CE7-9762-D429EB8E8F0B,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,35.0,No,2022.0,ACUR,SD,39.16976667,-77.19047833,17:00:00,Saturday,2023-08-26
MCP3312003T,Property Damage Crash,,HEAD ON,,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,90AA4C3E-6AEA-4FAE-A3F6-168CAA864C04,Yes,NO APPARENT INJURY,,UNKNOWN,,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25.0,No,2019.0,HYUNDAI,ELANTRA,39.04585833,-76.99088667,13:00:00,Saturday,2023-07-29
DD5660000J,Property Damage Crash,,SINGLE VEHICLE,RAINING,WET,DUSK,NO CONTROLS,,,BD04FD0B-16F0-41DD-B7FB-059B006E2467,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35.0,No,2018.0,HOND,HB,39.07253892,-77.16620369,18:07:00,Saturday,2023-10-14
MCP3060004F,Injury Crash,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A05D8C1E-D43C-480F-9DFF-2E24CB8A72D8,No,SUSPECTED MINOR INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,DISABLING,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35.0,No,2003.0,HONDA,CRV,39.04123333,-77.051595,07:29:00,Saturday,2023-09-23
MCP2641003F,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,73654B55-A294-4DFC-9CDB-D180746715C5,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,40.0,No,2020.0,KIA,SORENTO,39.18860667,-77.11981833,08:00:00,Monday,2023-10-16
DD56030029,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,66E1B958-5A7B-4039-A3D8-5CDE9C0D064A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,40.0,No,2013.0,CHEV,4S,39.06961281,-77.13085771,08:47:00,Monday,2016-01-04
MCP3200008X,Property Damage Crash,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,325E6BDB-211F-4E66-8D45-647376E74B6F,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,West,35.0,No,2021.0,HONDA,CR-V,38.99709617,-77.16939183,12:46:00,Thursday,2023-08-10
MCP2121002T,Property Damage Crash,,SAME DIR REAR END,RAINING,WET,DAWN,PERSON,NONE DETECTED,,B85DC7E5-2C54-4BB8-9386-FD1F6CFB0987,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,DESTROYED,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,25.0,No,2018.0,MERZ,UT,39.14256567,-77.40774817,08:21:00,Tuesday,2023-09-26
MCP33390039,Property Damage Crash,,OPPOSITE DIRECTION SIDESWIPE,,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,F055D0BB-A1A0-4D19-B5AD-7C073447A8BC,Yes,NO APPARENT INJURY,,UNKNOWN,,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25.0,No,2008.0,ACURA,TL,39.08673583,-77.0817105,20:46:00,Sunday,2023-12-24
MCP30080040,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,8A50EF1D-D85F-4730-A989-329BC2AF26AA,No,NO APPARENT INJURY,,NOT DISTRACTED,VA,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,South,35.0,No,2015.0,LEXUS,RX,39.02095382,-77.01232233,02:04:00,Sunday,2023-10-22
MCP3279002W,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,62C7DF29-69E4-487C-95C2-CFC12EB45523,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,FOUR OCLOCK,PASSENGER CAR,CHANGING LANES,East,40.0,No,2016.0,FORD,F250,39.06048814,-77.04483823,14:50:00,Wednesday,2023-11-08
EJ78890048,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,NONE DETECTED,,6D5D0434-B127-4802-8830-9EAC9E33F1FB,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35.0,No,2007.0,TOYT,4S,39.15435542,-77.20932542,21:45:00,Saturday,2023-10-14
MCP32800049,Injury Crash,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,21826669-416F-44BD-9036-40C162844F71,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40.0,No,2022.0,ACURA,MDX,39.0566195,-76.9672425,09:30:00,Friday,2023-12-01
MCP3377000W,Property Damage Crash,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,,,F607D36D-6AA4-45F5-8913-1FDEBCB16F1F,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,NJ,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,35.0,No,2007.0,TOYT,CAMARY,39.05079559,-77.12824749,16:35:00,Sunday,2023-12-17
DD56630004,Property Damage Crash,,SAME DIR REAR END,RAINING,WET,,NO CONTROLS,NONE DETECTED,,90CA930B-ABE9-4340-ACEC-9F465DC691B9,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40.0,No,2003.0,TOYT,COROLLA,39.10647332,-77.16880239,02:42:00,Sunday,2023-09-24
MCP2863002Z,Property Damage Crash,,SAME DIRECTION SIDESWIPE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,7B9CADD3-B3AF-421F-84CB-373C7D9BCA4F,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,SUPERFICIAL,TEN OCLOCK,TRANSIT BUS,MAKING LEFT TURN,North,25.0,No,2017.0,BUS,BUS,39.13505617,-77.1749875,20:45:00,Saturday,2023-10-14
HA2451000D,Property Damage Crash,,SINGLE VEHICLE,RAINING,,DAYLIGHT,,,,A81D2864-746A-4DC5-9D3A-2542FEE94BF9,Unknown,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,FIVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,West,10.0,No,2020.0,FORD,EXPLORER,38.99168385,-76.99849411,16:30:00,Monday,2023-05-29
MCP24550065,Property Damage Crash,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,39731429-0309-4C22-B7A6-B2A7A1982DF0,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35.0,No,2018.0,FORD,HB,39.0539585,-77.09420317,17:07:00,Saturday,2023-09-23
EJ7858008C,Injury Crash,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,89E3404B-ADFF-4AA4-B767-833A98D6B5E9,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25.0,No,2015.0,AUDI,SD,39.1422018,-77.21747183,10:05:00,Tuesday,2023-11-21
MCP3009006L,Property Damage Crash,,HEAD ON,CLEAR,DRY,DAWN,NO CONTROLS,,,387566F7-8B5D-42DC-87FD-8AA1BEECA73C,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DESTROYED,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,30.0,No,2018.0,NISSAN,ROGUE,39.23880613,-77.27963823,06:00:00,Sunday,2023-10-01
MCP33480011,Property Damage Crash,,OTHER,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,,UNKNOWN,,0E647E07-0AF6-4799-BA58-2E3837967D8F,Yes,NO APPARENT INJURY,,UNKNOWN,,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,PARKING,East,25.0,No,2003.0,HONDA,CRV,39.103395,-77.04762667,07:08:00,Tuesday,2023-09-05
MCP28710033,Property Damage Crash,,SAME DIR REAR END,RAINING,WET,OTHER,NO CONTROLS,NONE DETECTED,,2F4D2440-C414-4B67-9CD3-0D2F21EC959D,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,VA,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35.0,No,2002.0,HONDA,ACCORD,39.01325333,-77.11736,15:53:00,Tuesday,2016-06-21
MCP3190005L,Injury Crash,,SAME DIR REAR END,SNOW,WET,DAWN,NO CONTROLS,NONE DETECTED,,DA364158-DB4F-4C3F-BB33-8DF3E8BC402B,Yes,POSSIBLE INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40.0,No,2022.0,MD,CIVIC,39.12080783,-77.03858283,07:51:00,Monday,2023-12-11
MCP2871008Z,Property Damage Crash,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,,,4AF9166F-FC87-49A5-9F6A-9D38DA150D8E,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,FIVE OCLOCK,PASSENGER CAR,BACKING,East,10.0,No,2012.0,CHEVY,MALIBU,39.023505,-77.12358833,14:36:00,Wednesday,2023-07-26
MCP26410036,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,C55432F6-A159-45DF-8087-0B0788F0FC10,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,50.0,No,2005.0,TOYT,SD,39.33064833,-77.19008667,09:45:00,Friday,2023-07-28
MCP0036009H,Property Damage Crash,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E75A5AA4-1F02-43F4-86B9-6EDFE6FA6FBB,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,East,0.0,No,2009.0,CHEVY,SUBURBAN,39.24153333,-77.23513,13:15:00,Thursday,2019-02-28
MCP2962008N,Injury Crash,,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,BC3A89F7-863C-4EAE-8B06-26ABA6E1C9AB,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40.0,No,2011.0,DODGE,SRT8,39.18201934,-77.26008444,13:09:00,Wednesday,2023-12-06
MCP137800L6,Property Damage Crash,,SINGLE VEHICLE,CLOUDY,,DAYLIGHT,,UNKNOWN,,069A023D-2F55-411D-8E4A-39677700ED2E,Yes,NO APPARENT INJURY,,UNKNOWN,,DISABLING,UNDERSIDE,PASSENGER CAR,ACCELERATING,North,5.0,No,2008.0,LINCOLN,TOWN CAR,39.1436409,-77.20050395,14:40:00,Monday,2018-05-14
MCP32010056,Injury Crash,,SAME DIR REAR END,CLOUDY,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,9FB33AB6-B999-417D-AFC2-0ACF75918905,No,NO APPARENT INJURY,"ICY OR SNOW-COVERED, RAIN, SNOW, WET",NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,South,40.0,No,2017.0,FORD,TK,39.2015495,-77.2544,06:30:00,Monday,2023-12-11
MCP2816003P,Property Damage Crash,,HEAD ON LEFT TURN,,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,C2DDCE3E-E0CC-4134-9C7C-DCA865F357CA,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,45.0,No,2010.0,TOYOTA,PRIUS,39.10270167,-77.22088833,20:27:00,Friday,2023-10-13
MCP31640065,Injury Crash,,SAME DIRECTION SIDESWIPE,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F11D9269-D3F9-47A9-AD4F-FD5C46A1D3CA,No,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,45.0,No,1998.0,TOYT,COROLLA,39.11197333,-77.07576,08:58:00,Thursday,2022-09-01
MCP3334001X,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,UNKNOWN,,023EA282-A48C-4FB0-8D81-81BF8FD55F2C,Yes,NO APPARENT INJURY,,UNKNOWN,,UNKNOWN,UNKNOWN,(SPORT) UTILITY VEHICLE,UNKNOWN,North,25.0,No,2020.0,DODGE,DURANGO,38.99795,-77.02314,19:27:00,Saturday,2023-11-11
MCP1022004H,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,77963BE8-0584-4842-9BFE-DC98C5D8ADA4,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,South,30.0,No,2009.0,LEXS,RX 350,39.18234167,-77.260495,12:46:00,Monday,2016-04-04
MCP10220077,Property Damage Crash,,OPPOSITE DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,CBE4286A-8839-43AB-9201-283F41E961E7,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,ELEVEN OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,South,40.0,No,2014.0,THOMAS,BUS,39.21490167,-77.29713833,13:08:00,Monday,2017-05-22
MCP2948006P,Property Damage Crash,,ANGLE MEETS LEFT TURN,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,NONE DETECTED,,1798AAB9-619F-4E96-9A1B-BA1EF7AA2335,Unknown,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SEVEN OCLOCK,(SPORT) UTILITY VEHICLE,UNKNOWN,East,40.0,No,2021.0,FORD,EXPEDITION,39.05804467,-77.05770579,20:10:00,Saturday,2023-12-23
MCP3136006R,Injury Crash,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,3939C798-F931-4404-9109-7D181B96D8EA,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2013.0,TOYOTA,COROLLA,39.02604458,-77.01083227,13:17:00,Sunday,2023-12-10
MCP31230062,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,DCAE0AFE-8D7C-4AA9-AD56-E20DABA95A71,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40.0,No,2019.0,ACURA,TLX,39.10332718,-77.19062037,09:43:00,Sunday,2023-08-06
MCP3140002D,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,36FFD74A-2C22-4F76-AD3D-CC8A0B7B204D,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,25.0,No,2015.0,FIAT,500,38.97988333,-77.09206833,03:26:00,Saturday,2023-08-12
MCP1213008Z,Injury Crash,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,4CF25FFF-9CB4-4963-B03B-33C162AF0989,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,40.0,No,2019.0,HOND,TK,39.07419167,-77.00627,14:50:00,Wednesday,2023-12-27
MCP2679003M,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,61B87C26-D115-4D3A-B814-B86488DA3BAF,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25.0,No,2017.0,BUICK,LECROSSE,39.10763333,-77.07293667,15:30:00,Friday,2023-09-15
MCP22910075,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8B45CA5A-68C5-43E4-8E37-3705DE01DEB1,No,NO APPARENT INJURY,,NOT DISTRACTED,PA,FUNCTIONAL,NINE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,45.0,No,2014.0,JEEP,CHEROKEE,39.02324483,-77.161178,15:40:00,Thursday,2023-10-12
DD56630003,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,A1EEE227-9831-4205-AA91-4E5281F09202,No,NO APPARENT INJURY,,NOT DISTRACTED,FL,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35.0,No,2016.0,SUBA,CROSSTREK,39.09480027,-77.18032516,08:40:00,Tuesday,2023-09-19
MCP235300C9,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,CC63BE77-6FA5-4E11-93E0-168F08FC2EDD,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,TWELVE OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,West,30.0,No,2013.0,GILLIS,BUS,38.98715683,-77.10686,10:18:00,Wednesday,2023-09-20
MCP31630068,Property Damage Crash,,SAME DIRECTION SIDESWIPE,,,DARK LIGHTS ON,,,,3C41B705-6D0B-4CBC-9326-1AA934C47819,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,TWO OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,35.0,No,2012.0,LANDROVER,UT,39.018593,-77.1015125,19:45:00,Monday,2023-11-13
MCP32070039,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,C578D75E-F9A2-4BCC-B611-546519048FDD,Yes,NO APPARENT INJURY,,NOT DISTRACTED,,SUPERFICIAL,TEN OCLOCK,PASSENGER CAR,CHANGING LANES,South,45.0,No,2014.0,HYUNDAI,ACCENT,39.06684833,-76.9602425,15:54:00,Friday,2023-07-28
MCP289200FJ,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,16F3374F-AFEA-451E-818C-E6EB6D1F4BD9,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,SUPERFICIAL,FOUR OCLOCK,PASSENGER CAR,CHANGING LANES,North,30.0,No,2017.0,MITS,TK,39.01251396,-77.04145398,16:52:00,Wednesday,2023-11-08
MCP30310050,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,,NONE DETECTED,,F60D9580-6EC9-4042-A8F3-4C355F5E0A6F,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35.0,No,2012.0,TOYT,4S,39.11833143,-77.02755887,18:20:00,Sunday,2023-11-05
MCP3237001J,Property Damage Crash,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,2F6D2E34-23EC-4A93-8D9D-3230B48A30EA,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,SUPERFICIAL,SEVEN OCLOCK,(SPORT) UTILITY VEHICLE,CHANGING LANES,East,35.0,No,2023.0,HONDA,PASSPORT,39.14868183,-77.2393732,21:35:00,Saturday,2023-11-25
MCP30510070,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,023C4189-4D50-40C9-AAC7-2E519413910D,Yes,NO APPARENT INJURY,,UNKNOWN,,UNKNOWN,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,25.0,No,2019.0,CADILLAC,XT4,38.98782716,-77.12001255,15:15:00,Tuesday,2023-09-19
MCP3010008K,Injury Crash,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,,,D644FE8A-2948-4BD2-9CD3-BA75FEACAF88,No,NO APPARENT INJURY,,NOT DISTRACTED,DC,NO DAMAGE,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,North,20.0,No,2019.0,SUB,CRO,39.04679333,-77.099845,12:07:00,Sunday,2023-08-13
MCP2782004Y,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,68AD0900-99D1-4AC9-ADDC-77BE2CDC2A38,Yes,NO APPARENT INJURY,,UNKNOWN,MD,DISABLING,TWO OCLOCK,PASSENGER CAR,LEAVING TRAFFIC LANE,North,30.0,No,2013.0,HONDA,ACCORD,39.07066351,-77.10297522,02:34:00,Sunday,2023-11-26
MCP3308002C,Injury Crash,,SAME DIRECTION LEFT TURN,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,BE3149B9-81EA-483A-9583-B9DA207ECC61,No,SUSPECTED MINOR INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2002.0,HONDA,CIVIC,39.04683743,-77.06741103,17:48:00,Tuesday,2023-12-26
MCP235800BR,Property Damage Crash,,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1B6829C3-52BE-451F-AE25-C1368A9AFC7B,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35.0,No,2011.0,MINI,COOPER,38.98623283,-77.14351467,13:30:00,Sunday,2023-09-24
